header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hollanderstraat 61,2517 HJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88031918-hollanderstraat-61/?navigateSource=resultlist,20220128_080541,"€ 1,095,000 kosten koper","€ 6,293    The asking price per m² (€ 1,095,000) is calculated by dividing the asking price of the home by the living area (174 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1924,Protected townscape or village view (permit needed for alterations),Living area174 m²Other space inside the building10 m²,174 m²,10 m²,685 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,Ground floor,A        What does this mean?,Double glazing and energy efficient window,Complete floor heating,CH boiler,Full ownership,Alongside a quiet road and in residential district,Back garden,Parking garage,Yes,Yes,Yes,No,Yes,Yes,no
