header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities,error
Fazantenlaan 2,3233 BB Oostvoorne        ,https://www.funda.nl/en/koop/oostvoorne/huis-42688737-fazantenlaan-2/?navigateSource=resultlist,20220129_200347,"€ 750,000 kosten koper","€ 4,934    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 20, 2022",Available,Available in consultation,"Bungalow, detached residential property",Resale property,1970,Flat roof covered with asphalt roofing,Living area152 m²Exterior space attached to the building1 m²External storage space37 m²,152 m²,1 m²,37 m²,"1,287 m²",547 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,E        What does this mean?,Hot air heating,CH boiler,1.287 m²,Full ownership,Alongside a quiet road and sheltered location,Surrounded by garden,Detached brick storage,Detached brick garage,2 cars,Electricity,no
