header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,Location,error
Oudeweg 102,9628 CH Siddeburen        ,https://www.funda.nl/en/koop/siddeburen/bouwgrond-87578984-oudeweg-102/?navigateSource=resultlist,20220128_033154,"€ 85,000 kosten koper","€ 92,500 kosten koper",6+ months,Sold under reservation,Available in consultation,Building plot,609 m²,609 m²,Full ownership,Alongside a quiet road,no
