header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Roosenhoeklaan 9,3223 BM Hellevoetsluis        ,https://www.funda.nl/en/koop/hellevoetsluis/huis-88019612-roosenhoeklaan-9/?navigateSource=resultlist,20220129_052445,"€ 250,000 kosten koper","€ 2,717    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1961,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area92 m²External storage space8 m²,92 m²,8 m²,129 m²,316 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,3 stories,Passive ventilation system,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",129 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,Detached brick storage,Public parking,no
