header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Appartement (Bouwnr. 2),6828 EK Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42482201-appartement-bouwnr-2/?navigateSource=resultlist,20220129_172427,"€ 370,000 vrij op naam","€ 4,458    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof covered with asphalt roofing,Living area83 m²,83 m²,249 m³,1 room,2 stories,"Optical fibre, mechanical ventilation and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Heat pump,In center,Detached brick storage,Parking on private property,no
