header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Toermalijn 4,2371 LD Roelofarendsveen        ,https://www.funda.nl/en/koop/roelofarendsveen/huis-88028767-toermalijn-4/?navigateSource=resultlist,20220130_132612,"€ 520,000 kosten koper","€ 3,586    The asking price per m² (€ 520,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2022,Gable roof covered with roof tiles,Living area145 m²Exterior space attached to the building8 m²External storage space5 m²,145 m²,8 m²,5 m²,137 m²,489 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories and a loft,Optical fibre,Not available,"Roof insulation, energy efficient window, insulated walls and floor insulation",Complete floor heating and heat pump,137 m²,Full ownership,Back garden and front garden,"0,01 meter deep and 0,01 meter broad",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
