header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Polderdreef 15,2911 PC Nieuwerkerk aan den IJssel        ,https://www.funda.nl/en/koop/nieuwerkerk-aan-den-ijssel/huis-42533404-polderdreef-15/?navigateSource=resultlist,20220129_003346,"€ 350,000 kosten koper","€ 3,097    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1986,Living area113 m²Exterior space attached to the building3 m²External storage space3 m²,113 m²,3 m²,3 m²,122 m²,410 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Outdoor awning, skylight and sliding door",C        What does this mean?,Double glazing,CH boiler and hot air heating,CH boiler,"Atag (gas-fired combination boiler from 2018, in ownership)",122 m²,Full ownership,Back garden,"39 m² (7 meter deep and 5,5 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Public parking,no
