header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Jo de Clerstraat 4,2331 CG Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88968095-jo-de-clerstraat-4/?navigateSource=resultlist,20220129_063918,"€ 425,000 kosten koper","€ 3,571    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available on immediately,"Single-family home, row house",Resale property,1990,Gable roof covered with roof tiles,Living area119 m²External storage space6 m²,119 m²,6 m²,120 m²,389 m³,4 rooms (3 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",3 stories,"Skylight, mechanical ventilation and rolldown shutters",C        What does this mean?,Double glazing,District heating,120 m²,Long-term lease,Paid until 28-01-2065,In residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the southwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
