header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Type 2-O1 (Bouwnr. 2.63),4816 BA Breda        ,https://www.funda.nl/en/koop/breda/appartement-42695581-type-2-o1-bouwnr-263/?navigateSource=resultlist,20220129_170306,"€ 700,000 vrij op naam","€ 6,140    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,SWK garantiecertificaat,Living area114 m²External storage space6 m²,114 m²,6 m²,301 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,6th floor,Mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,Complete floor heating and heat recovery unit,Central facility,Alongside park,Roof terrace present,Storage box,Parking garage,no
