header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Levensloopbestendige tweekapper F1 (Bouwnr. 221),4691 MA Tholen        ,https://www.funda.nl/en/koop/tholen/huis-88974311-levensloopbestendige-tweekapper-f1-bouwnr-221/?navigateSource=resultlist,20220129_043416,"€ 445,000 vrij op naam","€ 3,225    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Gable roof covered with roof tiles,SWK garantiecertificaat,Living area138 m²,138 m²,332 m²,555 m³,3 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Balanced ventilation system and TV via cable,A        What does this mean?,Completely insulated,Heat pump,Geothermal heating,332 m²,Full ownership,In residential district,Back garden and front garden,Parking on private property and public parking,no
