header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Keizersgracht 450,1018 VG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535883-nieuwe-keizersgracht-450/?navigateSource=resultlist,20220130_205914,"€ 769,500 kosten koper","€ 7,192    The asking price per m² (€ 769,500) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1982,Living area107 m²Exterior space attached to the building4 m²External storage space5 m²,107 m²,4 m²,5 m²,335 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,3rd floor,B        What does this mean?,CH boiler,Gas-fired combination boiler,Full ownership,Alongside water and in center,Balcony present,Built-in,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
