header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 70),3541 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-41460237-bouwnummer-bouwnr-70/?navigateSource=resultlist,20220131_161546,"€ 835,000 vrij op naam","€ 5,061    The asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",New property,2021,Flat roof,Woningborg garantiecertificaat,Living area165 m²,165 m²,693 m³,5 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,2 showers,3 stories and a basement,A        What does this mean?,Completely insulated,Complete floor heating,Geothermal heating,"Alongside a quiet road, in center and in residential district",Sun terrace,24 m² (3 meter deep and 8 meter broad),Located at the north,Underground parking and parking place,Parking garage,no
