header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Capacity,Dimensions,Plot size,Area,error
Van Zuijlenstraat 109 G012,3862 BD Nijkerk        ,https://www.funda.nl/en/koop/nijkerk/parkeergelegenheid-42680809-van-zuijlenstraat-109-g012/?navigateSource=resultlist,20220128_054952,"€ 25,000 kosten koper","January 22, 2022",Available,Available in consultation,Garage,Resale property,No insulation,1,"13 m² (5,16 meter deep and 2,59 meter broad)",14 m²,14 m²,no
