header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Shed / storage,Type of parking facilities,error
Hazenkamp 24,5953 KM Reuver        ,https://www.funda.nl/en/koop/reuver/huis-42528607-hazenkamp-24/?navigateSource=resultlist,20220128_143103,"€ 197,500 kosten koper","€ 1,567    The asking price per m² (€ 197,500) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1973,Combination roof covered with roof tiles,Living area126 m²,126 m²,135 m²,350 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,Mechanical ventilation and rolldown shutters,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",135 m²,Alongside a quiet road and in residential district,Surrounded by garden,Detached brick storage,Public parking,no
