header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Veldleeuwerik (Bouwnr. 1),5095 Hooge Mierde        ,https://www.funda.nl/en/koop/hooge-mierde/huis-41902440-veldleeuwerik-bouwnr-1/?navigateSource=resultlist,20220130_160526,"€ 449,000 vrij op naam","€ 2,721    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,2021,Gable roof covered with roof tiles,Living area165 m²Other space inside the building27 m²External storage space20 m²,165 m²,27 m²,20 m²,665 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,2 stories and a attic,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Geothermal heating,In residential district and unobstructed surrounding view,Back garden and front garden,"161 m² (14,6 meter deep and 11 meter broad)",Located at the northeast,Attached brick garage,1 car,Parking on private property and public parking,no
