header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Bilderdijkstraat 3,7131 NH Lichtenvoorde        ,https://www.funda.nl/en/koop/lichtenvoorde/huis-42556669-bilderdijkstraat-3/?navigateSource=resultlist,20220128_034358,"€ 345,000 kosten koper","€ 2,347    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, linked semi-detached residential property",Resale property,1972,Living area147 m²Exterior space attached to the building11 m²,147 m²,11 m²,268 m²,495 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,Outdoor awning,B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler and electrical boiler,"AWB Thermomaster 2HR (gas-fired combination boiler from 2001, in ownership)",268 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,90 m² (10 meter deep and 9 meter broad),Located at the north,Built-in,Carport,Parking on private property,no
