header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bijdorplaan 396,2713 PX Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-42683789-bijdorplaan-396/?navigateSource=resultlist,20220129_005339,"€ 264,500 kosten koper","€ 4,133    The asking price per m² (€ 264,500) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 71.87 per month,Galleried apartment (apartment),Resale property,2011-2020,Flat roof covered with asphalt roofing,Living area64 m²,64 m²,185 m³,3 rooms (2 bedrooms),1 story,3rd floor,Mechanical ventilation,A        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",Full ownership,In residential district,Public parking,Yes,Yes,Yes (€ 71.87 per month),Yes,Yes,Yes,no
