header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Garden,error
"Zuidrand Goirle, Van Besouw (Bouwnr. 12)",5051 LA Goirle        ,https://www.funda.nl/en/koop/goirle/huis-41800157-zuidrand-goirle-van-besouw-bouwnr-12/?navigateSource=resultlist,20220130_162432,"€ 395,000 vrij op naam","€ 2,926    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Living area135 m²,135 m²,547 m³,9 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,A        What does this mean?,Back garden,no
