header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,error
Twee-onder-één kapwoning Yorkshire (Bouwnr. 30),2742 KK Waddinxveen        ,https://www.funda.nl/en/koop/waddinxveen/huis-42597602-twee-onder-een-kapwoning-yorkshire-bouwnr-30/?navigateSource=resultlist,20220129_164537,"€ 684,500 vrij op naam","€ 3,761    The asking price per m² (€ 684,500) is calculated by dividing the asking price of the home by the living area (182 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Desirable residence/villa, double house",New property,2022,Gable roof covered with roof tiles,Living area182 m²External storage space6 m²,182 m²,6 m²,312 m²,722 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Balanced ventilation system, optical fibre and TV via cable",A        What does this mean?,Completely insulated,Partial floor heating and heat pump,Electrical boiler,312 m²,Full ownership,In residential district,Back garden and front garden,Detached wooden storage,Electricity,No insulation,Parking place,Parking on private property,no
