header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Polderstraat 27 1A,9724 EB Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-88902647-polderstraat-27-1a/?navigateSource=resultlist,20220130_145618,"€ 199,000 kosten koper","€ 5,686    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (35 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 20.00 per month,Upstairs apartment (apartment),Resale property,1938,With carpets and curtains,Combination roof,Living area35 m²Other space inside the building2 m²Exterior space attached to the building2 m²,35 m²,2 m²,2 m²,100 m³,3 rooms (1 bedroom),1 separate toilet,1 story,Not available,Double glazing,CH boiler,CH boiler and gas-fired boiler,"Remeha (gas-fired from 2018, in ownership)",Full ownership,Balcony present,Paid parking and resident's parking permits,No,Yes,Yes (€ 20.00 per month),No,Yes,No,no
