header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,error
Offenbachstraat 160,5011 EK Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-87695874-offenbachstraat-160/?navigateSource=resultlist,20220129_154510,"€ 254,500 kosten koper","€ 2,232    The asking price per m² (€ 254,500) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1975,Living area114 m²Other space inside the building3 m²External storage space12 m²,114 m²,3 m²,12 m²,178 m²,298 m³,4 rooms (3 bedrooms),2 stories,C        What does this mean?,178 m²,Full ownership,Back garden,no
