header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bisschop Masiusstraat 38 03,5014 PB Tilburg        ,https://www.funda.nl/en/koop/tilburg/appartement-88042942-bisschop-masiusstraat-38-03/?navigateSource=resultlist,20220128_012910,"€ 225,000 kosten koper","€ 4,500    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,Maisonnette,Resale property,1981,Living area50 m²Other space inside the building19 m²Exterior space attached to the building11 m²,50 m²,19 m²,11 m²,256 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,1st floor,C        What does this mean?,CH boiler,CH boiler,Rhemia (2018),Full ownership,Sun terrace,Roof terrace present,No,No,No,No,No,No,no
