header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sara Burgerhartstraat 40 III,1055 LA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88908412-sara-burgerhartstraat-40-iii/?navigateSource=resultlist,20220131_003800,"€ 475,000 kosten koper","€ 6,597    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 148.08 per month,Upstairs apartment (apartment),Resale property,1950,Flat roof covered with asphalt roofing,Living area72 m²Exterior space attached to the building5 m²External storage space8 m²,72 m²,5 m²,8 m²,227 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,4th floor,Not available,"Alongside park, alongside a quiet road, freestanding location and unobstructed surrounding view",Balcony present,Built-in,Electricity,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 148.08 per month),Yes,Yes,Yes,no
