header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergweg 273 A,3037 EM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42656907-bergweg-273-a/?navigateSource=resultlist,20220126_003023,"€ 450,000 kosten koper","€ 3,082    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Living area146 m²,146 m²,475 m³,4 rooms (3 bedrooms),2 stories,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,In ownership,Full ownership,Paid parking and public parking,No,No,No,No,No,No,no
