header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Location,error
Den Ilp 154,1127 PP Den Ilp        ,https://www.funda.nl/en/koop/den-ilp/bouwgrond-88031581-den-ilp-154/?navigateSource=resultlist,20220128_055526,"€ 520,000 kosten koper",2 weeks,Available,Available in consultation,Building plot,582 m²,582 m²,Alongside a quiet road,no
