header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of parking facilities,error
van Santhorststraat 34,2266 HT Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/huis-88996986-van-santhorststraat-34/?navigateSource=resultlist,20220129_061729,"€ 370,000 kosten koper","€ 3,364    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1967,Gable roof covered with roof tiles,Living area110 m²External storage space8 m²,110 m²,8 m²,124 m²,330 m³,5 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories and a attic,C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Nefit Topline (gas-fired combination boiler from 2010, in ownership)",124 m²,Full ownership,In residential district,Back garden and front garden,"55 m² (0,09 meter deep and 0,06 meter broad)",Located at the southwest,Detached brick storage,No insulation,Public parking,no
