header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Herenhuis (Bouwnr. 43),2681 PH Monster        ,https://www.funda.nl/en/koop/monster/huis-42486506-herenhuis-bouwnr-43/?navigateSource=resultlist,20220129_164614,"€ 620,000 vrij op naam","€ 3,924    The asking price per m² (€ 620,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area158 m²External storage space5 m²,158 m²,5 m²,199 m²,483 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation,A        What does this mean?,Triple glazed and completely insulated,District heating,District heating,In residential district,Back garden and front garden,"56 m² (9,4 meter deep and 6 meter broad)",Located at the southwest,Detached wooden storage,Parking place,Parking on private property and public parking,no
