header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Garden,Shed / storage,Type of parking facilities,error
Loenensestraat 120,2574 RT Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88992063-loenensestraat-120/?navigateSource=resultlist,20220131_212324,"€ 290,000 kosten koper","€ 2,566    The asking price per m² (€ 290,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1929,Renovation project,Gable roof covered with roof tiles,Bouwkundige keuring and Energie Prestatie Advies,Living area113 m²External storage space3 m²,113 m²,3 m²,91 m²,401 m³,6 rooms (4 bedrooms),1 bathroom,Shower,3 stories,G        What does this mean?,Partly double glazed and secondary glazing,Gas heaters,Gas water heater,91 m²,Back garden and front garden,Attached wooden storage,"Paid parking, public parking and resident's parking permits",no
