header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Statenweg 122 A,3039 JL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88028849-statenweg-122-a/?navigateSource=resultlist,20220125_220620,"€ 469,500 kosten koper","€ 4,047    The asking price per m² (€ 469,500) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1939,Listed building (national monument),Living area116 m²Exterior space attached to the building10 m²,116 m²,10 m²,382 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,4th floor,Skylight,Not required,Partly double glazed,CH boiler,CH boiler,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,No,Yes,no
