header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hacquartstraat 7 HS,1071 SE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42518702-hacquartstraat-7-hs/?navigateSource=resultlist,20220130_220042,"€ 1,350,000 kosten koper","€ 9,441    The asking price per m² (€ 1,350,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1924,Living area143 m²Other space inside the building22 m²Exterior space attached to the building40 m²,143 m²,22 m²,40 m²,565 m³,5 rooms (2 bedrooms),1 separate toilet,2 stories,Ground floor,Not available,Ownership encumbered with long-term leaset,€ 1.200 per year,Alongside a quiet road and in residential district,Back garden,40 m² (8 meter deep and 5 meter broad),Located at the south,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
