header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,error
Ooivaarsrijt 4,5712 MC Someren        ,https://www.funda.nl/en/koop/someren/huis-88013993-ooivaarsrijt-4/?navigateSource=resultlist,20220127_225446,"€ 375,000 kosten koper","€ 2,907    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1988,Gable roof,Living area129 m²Other space inside the building15 m²Exterior space attached to the building12 m²,129 m²,15 m²,12 m²,225 m²,440 m³,4 rooms (4 bedrooms),3 stories,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,2008,225 m²,Full ownership,Back garden and front garden,99 m² (11 meter deep and 9 meter broad),Located at the east,Built-in and parking place,1 car,no
