header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,Plot size,Area,Ownership situation,error
Balboastraat 1,1057 VS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42400695-balboastraat-1/?navigateSource=resultlist,20220130_203642,"€ 49,000 kosten koper","€ 55,000 kosten koper",5 months,Available,Available in consultation,Underground parking,Resale property,Electrical door,14 m²,14 m²,14 m²,See deed,no
