header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bolestein 172,1081 EA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42513452-bolestein-172/?navigateSource=resultlist,20220130_213039,"€ 435,000 kosten koper","€ 4,677    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 180 per month,2 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1969,Living area93 m²Exterior space attached to the building11 m²External storage space8 m²,93 m²,11 m²,8 m²,305 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,4 stories,D        What does this mean?,Communal central heating,Central facility,Full ownership,"In wooded surroundings, in residential district and unobstructed surrounding view",Balcony present,Storage box,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
