header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hinthamereinde 49 H,5211 PM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42681709-hinthamereinde-49-h/?navigateSource=resultlist,20220201_111134,"€ 225,000 kosten koper","€ 5,769    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (39 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 186 per month,"January 24, 2022",Available,Available in consultation,Maisonnette (apartment),Resale property,1621,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area39 m²External storage space4 m²,39 m²,4 m²,145 m³,2 rooms (1 bedroom),1 bathroom,Toilet,3 stories,1st floor,"Air conditioning, skylight and TV via cable",D        What does this mean?,"Roof insulation, double glazing and floor insulation",Communal central heating,Electrical boiler,Full ownership,In center,Storage box,Electricity,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
