header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Forellendaal 1006,2553 KV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42539186-forellendaal-1006/?navigateSource=resultlist,20220131_195723,"€ 275,000 kosten koper","€ 2,957    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,€ 207.78 per month,Apartment with shared street entrance (apartment),Resale property,1976,Living area93 m²Exterior space attached to the building5 m²External storage space6 m²,93 m²,5 m²,6 m²,260 m³,3 rooms (2 bedrooms),1 story,7th floor,Mechanical ventilation and TV via cable,C        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Attached brick storage,Electricity,Parking on private property,Yes,Yes,Yes (€ 207.78 per month),Yes,Yes,Yes,no
