header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bankastraat 17 C,1094 CZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88042457-bankastraat-17-c/?navigateSource=resultlist,20220130_205125,"€ 240,000 kosten koper","€ 8,276    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (29 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1910,Living area29 m²,29 m²,91 m³,2 rooms (1 bedroom),1 story,1st floor,E        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"2009, in ownership",Alongside a quiet road and in residential district,Yes,Yes,Yes,Yes,Yes,Yes,no
