header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of parking facilities,error
De Scheifelaar 515,5463 GV Veghel        ,https://www.funda.nl/en/koop/veghel/huis-88017383-de-scheifelaar-515/?navigateSource=resultlist,20220129_173612,"€ 799,000 vrij op naam","€ 3,357    The asking price per m² (€ 799,000) is calculated by dividing the asking price of the home by the living area (238 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available immediately,"Single-family home, detached residential property",New property,2021,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area238 m²,238 m²,712 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Optical fibre, mechanical ventilation and solar panels",A+++        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,In residential district,"Back garden, surrounded by garden, front garden and side garden","479 m² (33 meter deep and 14,5 meter broad)",Located at the west accessible via the rear,Parking on private property,no
