header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Area,Location,error
Menkemastraat 17,2532 TD Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88991067-menkemastraat-17/?navigateSource=resultlist,20220131_220218,"€ 489,000 kosten koper","€ 3,791    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2009,Living area129 m²,129 m²,130 m²,455 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,A        What does this mean?,130 m²,Alongside park and alongside a quiet road,no
