header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Year of construction,error
Mierdseweg 13,5541 EN Reusel        ,https://www.funda.nl/en/koop/reusel/huis-88936876-mierdseweg-13/?navigateSource=resultlist,20220127_233951,Price on request,3 months,"Single-family home, semi-detached residential property",132 m² residential surface area / 185 m² plot surface area,6 rooms (3 bedrooms),546 m³,G        What does this mean?,Resale property,1913,no
