header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Shed / storage,Facilities.1,Type of parking facilities,error
Charles de Gaullestraat 8,3066 VG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88901570-charles-de-gaullestraat-8/?navigateSource=resultlist,20220125_234047,"€ 365,000 kosten koper","€ 3,259    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1993,With carpets and curtains,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area112 m²Other space inside the building5 m²Exterior space attached to the building5 m²,112 m²,5 m²,5 m²,60 m²,355 m³,4 rooms (3 bedrooms),1 bathroom,Bath and toilet,3 stories,Mechanical ventilation and TV via cable,B        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"AWB (gas-fired combination boiler from 2015, in ownership)",60 m²,In wooded surroundings and in residential district,Built-in,Electricity and running water,Public parking,no
