header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Kristalwater 106,3991 LR Houten        ,https://www.funda.nl/en/koop/houten/huis-42673767-kristalwater-106/?navigateSource=resultlist,20220129_063656,"€ 400,000 kosten koper","€ 3,774    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2001,Gable roof,Living area106 m²External storage space9 m²,106 m²,9 m²,140 m²,366 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,Mechanical ventilation,A        What does this mean?,District heating,CH boiler,140 m²,Full ownership,In residential district,Back garden and front garden,"51 m² (10 meter deep and 5,1 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
