header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Hogeweg 6,2585 JD Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88049743-hogeweg-6/?navigateSource=resultlist,20220131_214718,"€ 4,800,000 kosten koper","€ 11,940    The asking price per m² (€ 4,800,000) is calculated by dividing the asking price of the home by the living area (402 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Villa, detached residential property",Resale property,1906,Living area402 m²Other space inside the building115 m²Exterior space attached to the building29 m²,402 m²,115 m²,29 m²,732 m²,"2,090 m³",10 rooms (7 bedrooms),Sauna,4 stories,"Outdoor awning, elevator, sauna, steam cabin and swimming pool",G        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",732 m²,Full ownership,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",Surrounded by garden,"Built-in, underground parking and parking place",2 cars,no
