header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Antiloopstraat 24,4817 LC Breda        ,https://www.funda.nl/en/koop/breda/huis-88033093-antiloopstraat-24/?navigateSource=resultlist,20220129_015108,"€ 349,000 kosten koper","€ 3,561    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1965,Gable roof,Living area98 m²External storage space6 m²,98 m²,6 m²,148 m²,320 m³,5 rooms (3 bedrooms),3 stories,Rolldown shutters,C        What does this mean?,Roof insulation and double glazing,CH boiler,HR-Combi-ketel,148 m²,Full ownership,In residential district,Back garden and front garden,66 m² (11 meter deep and 6 meter broad),Located at the south accessible via the rear,no
