header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Shed / storage,Insulation,Type of parking facilities,error
Bloemhofstraat 17 zwart,2012 ZV Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-88038775-bloemhofstraat-17-zwart/?navigateSource=resultlist,20220129_193641,"€ 375,000 kosten koper","€ 3,676    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Partly furnished with carpets and curtains and renovation project,Energie Prestatie Advies,Living area102 m²External storage space6 m²,102 m²,6 m²,157 m²,356 m³,4 rooms (3 bedrooms),2 stories,Optical fibre and TV via cable,F        What does this mean?,CH boiler,CH boiler,157 m²,Alongside a quiet road and in residential district,Back garden,"72 m² (0,12 meter deep and 0,06 meter broad)",Located at the north,Detached wooden storage,No insulation,Resident's parking permits,no
