header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Hunenborg 22,7556 MR Hengelo (OV)        ,https://www.funda.nl/en/koop/hengelo-ov/huis-42586693-hunenborg-22/?navigateSource=resultlist,20220129_165305,"€ 195,000 kosten koper","€ 1,726    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1968,Gable roof covered with roof tiles,Living area113 m²Other space inside the building25 m²,113 m²,25 m²,169 m²,472 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Skylight and TV via cable,E        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,"Agpo (gas-fired combination boiler from 1995, in ownership)",169 m²,Full ownership,Back garden and front garden,"68 m² (10 meter deep and 6,75 meter broad)",Located at the northeast accessible via the rear,Public parking,no
