header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pieter van der Werfstraat 187,1067 EM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-87707339-pieter-van-der-werfstraat-187/?navigateSource=resultlist,20220131_003735,"€ 395,000 kosten koper","€ 4,115    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 146.21 per month,Galleried apartment (apartment),Resale property,2001-2010,Living area96 m²Exterior space attached to the building11 m²External storage space3 m²,96 m²,11 m²,3 m²,306 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,CH boiler,CH boiler,In ownership,In residential district,Storage box,Yes,No,No,No,No,No,no
