header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,error
Bouwnummer 051 (Bouwnr. 051),6827 AX Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-41068016-bouwnummer-051-bouwnr-051/?navigateSource=resultlist,20220129_095824,"€ 425,000 vrij op naam","€ 3,172    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2021,Living area134 m²,134 m²,103 m²,494 m³,5 rooms (4 bedrooms),2 stories and a attic,A        What does this mean?,103 m²,Full ownership,Back garden,"54 m² (10 meter deep and 5,4 meter broad)",Located at the east,Parking place,no
