header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Side garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Villa (Bouwnr. 6),7417 BH Deventer        ,https://www.funda.nl/en/koop/deventer/huis-42445774-villa-bouwnr-6/?navigateSource=resultlist,20220128_034646,"€ 480,000 vrij op naam","€ 3,810    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Villa, double house",New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area126 m²,126 m²,175 m²,455 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,"Balanced ventilation system, optical fibre and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,175 m²,Full ownership,In residential district,Side garden,"93 m² (11,9 meter deep and 7,83 meter broad)",Located at the northeast,Detached wooden storage,Electricity,Public parking,no
