header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Emmastraat 28 3,5721 HB Asten        ,https://www.funda.nl/en/koop/asten/appartement-88858486-emmastraat-28-3/?navigateSource=resultlist,20220128_055753,"€ 335,000 kosten koper","€ 3,252    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,€ 185.00 per month,Upstairs apartment (apartment),Resale property,1956,Living area103 m²External storage space6 m²,103 m²,6 m²,320 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,1st floor,Not available,Double glazing and completely insulated,CH boiler,2021,Full ownership,In center,No,No,No,No,No,No,no
