header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tolbrugstraat 9 -II,1053 TN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42442027-tolbrugstraat-9-ii/?navigateSource=resultlist,20220130_221812,"€ 400,000 kosten koper","€ 7,143    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 80 per month,4 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1912,Flat roof covered with asphalt roofing,Living area56 m²,56 m²,185 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,4 stories,2nd floor,Mechanical ventilation and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,Vaillant (2017),Full ownership,"Alongside park, in residential district, freestanding location and unobstructed surrounding view",French balcony present,Paid parking,Yes,Yes,Yes,Yes,No,Yes,no
