header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Merelstraat 3,3362 RJ Sliedrecht        ,https://www.funda.nl/en/koop/sliedrecht/huis-42652093-merelstraat-3/?navigateSource=resultlist,20220128_044342,"€ 299,000 kosten koper","€ 2,600    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1968,Gable roof covered with roof tiles,Living area115 m²External storage space6 m²,115 m²,6 m²,168 m²,375 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,C        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler from 2018, in ownership)",168 m²,Full ownership,In residential district,Back garden and front garden,78 m² (13 meter deep and 6 meter broad),Located at the east,Detached brick storage,Electricity,no
