header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nijlânsdyk 73 309,8931 EP Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/appartement-42546977-nijlansdyk-73-309/?navigateSource=resultlist,20220129_021730,"€ 92,500 kosten koper","€ 1,542    The asking price per m² (€ 92,500) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 901 per month,8 weeks,Available,Available in consultation,Apartment with shared street entrance (service apartment),Resale property,1961,Disabled access friendly and accessible for seniors,Living area60 m²External storage space6 m²,60 m²,6 m²,207 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,"Outdoor awning, optical fibre, passive ventilation system and TV via cable",E        What does this mean?,Double glazing,Communal central heating,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,Public parking,No,No,No,No,No,No,no
