header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bernard Shawsingel 208,1102 VD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88919947-bernard-shawsingel-208/?navigateSource=resultlist,20220130_221721,"€ 295,000 kosten koper","€ 5,463    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1984,With carpets and curtains,Flat roof covered with asphalt roofing,Living area54 m²Exterior space attached to the building5 m²External storage space4 m²,54 m²,5 m²,4 m²,166 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Paid parking,Yes,Yes,Yes,Yes,Yes,No,no
