header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Bernhardplein 41,1508 XB Zaandam        ,https://www.funda.nl/en/koop/zaandam/appartement-42682629-prins-bernhardplein-41/?navigateSource=resultlist,20220127_235139,"€ 200,000 kosten koper","€ 6,250    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (32 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 169 per month,"January 25, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1968,Flat roof,Living area32 m²Exterior space attached to the building3 m²External storage space3 m²,32 m²,3 m²,3 m²,107 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,5th floor,Elevator,C        What does this mean?,Double glazing,Communal central heating,Gas water heater,Full ownership,Full ownership,Alongside busy road and unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
