header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsengracht 211 C,1015 DT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42695036-prinsengracht-211-c/?navigateSource=resultlist,20220130_194515,"€ 1,595,000 kosten koper","€ 10,159    The asking price per m² (€ 1,595,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,€ 319.98 per month,Mezzanine (apartment),Resale property,Before 1906,Listed building (national monument),Living area157 m²External storage space10 m²,157 m²,10 m²,461 m³,4 rooms (3 bedrooms),2 bathrooms,Bath and 2 toilets,1 story,2nd floor,Not required,CH boiler,CH boiler,"2015, in ownership",Full ownership,Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Built-in,Paid parking and public parking,Yes,Yes,Yes (€ 319.98 per month),Yes,Yes,Yes,no
