header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Nassauplein 11 a,2585 EB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42598303-nassauplein-11-a/?navigateSource=resultlist,20220131_231911,"€ 1,275,000 vrij op naam","€ 8,733    The asking price per m² (€ 1,275,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Mezzanine (apartment),New property,1890,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Living area146 m²Other space inside the building5 m²Exterior space attached to the building25 m²External storage space3 m²,146 m²,5 m²,25 m²,3 m²,610 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,2nd floor,"Elevator, mechanical ventilation and TV via cable",Not required,"Roof insulation, partly double glazed, floor insulation and secondary glazing",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Sun terrace,Roof terrace present,Paid parking and resident's parking permits,no
