header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Vlielandstraat,1181 HN Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-42482597-vlielandstraat/?navigateSource=resultlist,20220130_115012,"€ 1,985,000 vrij op naam","€ 8,941    The asking price per m² (€ 1,985,000) is calculated by dividing the asking price of the home by the living area (222 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Living area222 m²Exterior space attached to the building33 m²External storage space10 m²,222 m²,33 m²,10 m²,577 m³,5 rooms (4 bedrooms),1 story,2nd floor,"Optical fibre, elevator, mechanical ventilation, TV via cable and solar panels",Not available,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",In residential district,Storage box,Built-in and underground parking,2 cars,Parking garage,no
