header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Smaragd (Bouwnr. 8),3541 HK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42653733-smaragd-bouwnr-8/?navigateSource=resultlist,20220131_155852,"€ 720,000 vrij op naam","€ 4,472    The asking price per m² (€ 720,000) is calculated by dividing the asking price of the home by the living area (161 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 125 per month,5 weeks,Under option,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area161 m²Other space inside the building4 m²,161 m²,4 m²,418 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,3 stories,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside park and in residential district,Back garden,Detached wooden storage,Parking place,Parking on private property and public parking,no
