header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Bloklaan 8,5624 GC Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88012325-bloklaan-8/?navigateSource=resultlist,20220201_013336,"€ 315,000 kosten koper","€ 2,972    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1961,Living area106 m²Exterior space attached to the building2 m²External storage space8 m²,106 m²,2 m²,8 m²,173 m²,367 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Optical fibre,E        What does this mean?,Double glazing and mostly double glazed,Gas heaters,Electrical boiler (rental),173 m²,Full ownership,In residential district,Back garden and front garden,"76 m² (12,7 meter deep and 6 meter broad)",Located at the northeast,Detached brick storage,Electricity,Public parking,no
