header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kaapseplein 193,2572 NJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88990650-kaapseplein-193/?navigateSource=resultlist,20220131_202804,"€ 245,000 kosten koper","€ 3,267    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1995,Living area75 m²External storage space4 m²,75 m²,4 m²,200 m³,3 rooms (2 bedrooms),3 stories,2nd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,Alongside a quiet road and in residential district,Yes,Yes,Yes,Yes,Yes,Yes,no
