header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,error
Van Harinxmastrjitte,9288 BC Kootstertille        ,https://www.funda.nl/en/koop/kootstertille/huis-87565157-van-harinxmastrjitte/?navigateSource=resultlist,20220129_031525,"€ 253,000 kosten koper","€ 2,530    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 253,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Under option,Available immediately,"Single-family home, semi-detached residential property",New property,2020,Living area100 m²,100 m²,253 m²,200 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,253 m² (part of parcel),no
