header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Kapberg 1,1689 DD Zwaag        ,https://www.funda.nl/en/koop/zwaag/huis-42545014-kapberg-1/?navigateSource=resultlist,20220128_005035,"€ 240,000 kosten koper","€ 2,697    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1977,Renovation project,Gable roof covered with roof tiles,Living area89 m²Other space inside the building10 m²,89 m²,10 m²,153 m²,371 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories and a loft,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"ATAG HR (gas-fired combination boiler, in ownership)",153 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"75 m² (12,5 meter deep and 6 meter broad)",Located at the northwest accessible via the rear,Built-in,Parking on private property,no
