header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vlietzicht 28,2251 VW Voorschoten        ,https://www.funda.nl/en/koop/voorschoten/appartement-88049036-vlietzicht-28/?navigateSource=resultlist,20220130_135425,"€ 400,000 kosten koper","€ 4,545    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 155.00 per month,Apartment with shared street entrance (apartment),Resale property,1995,Accessible for seniors,Flat roof covered with asphalt roofing,Living area88 m²Exterior space attached to the building10 m²,88 m²,10 m²,284 m³,3 rooms (2 bedrooms),1 bathroom,Shower,5 stories,4th floor,Elevator and TV via cable,B        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,In residential district and unobstructed surrounding view,Storage box,Electricity,Public parking,Yes,Yes,Yes (€ 155.00 per month),Yes,Yes,Yes,no
