header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Edisonstraat 48,3553 BT Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42679748-edisonstraat-48/?navigateSource=resultlist,20220131_162917,"€ 350,000 kosten koper","€ 5,833    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 78.00 per month,Ground-floor apartment,Resale property,1931,Combination roof covered with asphalt roofing and roof tiles,Living area60 m²External storage space7 m²,60 m²,7 m²,235 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,Ground floor,C        What does this mean?,Partly double glazed and floor insulation,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2012, in ownership)",Full ownership,Back garden,Detached wooden storage,Public parking,Yes,Yes,Yes (€ 78.00 per month),Yes,Yes,Yes,no
